ING_HLTC3,Culture,Recognises and allowed to visit homelands/traditional country (%),,42.9,,,,41.6,,,,,,
ING_LANG1,Language - Census,Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.7,,0.9,,,,,1.9,,,,
ING_LANG2,Language - Census,Speaks English at home (%),98.3,,98.0,,,,,96.9,,,,
ING_EETP1,"Engagement in employment, education or training - Census",Fully engaged (%),42.5,,43.4,,,,,42.7,,,,
ING_EETP2,"Engagement in employment, education or training - Census",Partially or at least partially engaged (%),16.8,,17.4,,,,,20.3,,,,
ING_EETP3,"Engagement in employment, education or training - Census",Not engaged (%),40.7,,39.2,,,,,37.0,,,,
ING_EMP1,Labour force status - Census,Employed (no.),46248.0,,64093.0,,,,,92356.0,,,,
ING_EMP2,Labour force status - Census,% of total labour force employed,83.0,,84.5,,,,,90.0,,,,
ING_UNEMP1,Labour force status - Census,Unemployed (no.),9496.0,,11769.0,,,,,10223.0,,,,
ING_UNEMP2,Labour force status - Census,% of total labour force unemployed,17.0,,15.5,,,,,10.0,,,,
ING_LABF,Labour force status - Census,In the labour force (no.),55748.0,,75865.0,,,,,102579.0,,,,
ING_LFPR,Labour force status - Census,Labour force participation rate (%),56.4,,59.7,,,,,62.6,,,,
ING_NILF,Labour force status - Census,Not in the labour force (%),43.6,,40.4,,,,,37.4,,,,
ING_1564,Labour force status - Census,Total responding population aged 15-64 years (no.),98901.0,,127179.0,,,,,163828.0,,,,
